,param_classifier,param_classifier__max_depth,param_classifier__max_samples,param_classifier__n_estimators,params,mean_test_hamming_loss,rank_test_hamming_loss,mean_train_hamming_loss,mean_test_label_ranking_loss,rank_test_label_ranking_loss,mean_train_label_ranking_loss
0,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",2,,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': None, 'classifier__n_estimators': 2}",-0.3153,82,-0.2816,-0.2222,61,-0.1991
1,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",2,,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': None, 'classifier__n_estimators': 4}",-0.2931,4,-0.2735,-0.2208,59,-0.1914
2,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",2,,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': None, 'classifier__n_estimators': 8}",-0.2961,16,-0.2667,-0.2082,16,-0.1894
3,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",2,,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': None, 'classifier__n_estimators': 16}",-0.3024,44,-0.2698,-0.2161,45,-0.1895
4,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",2,,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': None, 'classifier__n_estimators': 32}",-0.3028,46,-0.269,-0.2108,30,-0.1882
5,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",2,,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': None, 'classifier__n_estimators': 64}",-0.302,39,-0.2681,-0.2086,17,-0.1892
6,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",2,0.25,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 2}",-0.3221,94,-0.2954,-0.2348,78,-0.2108
7,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",2,0.25,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 4}",-0.3168,86,-0.2852,-0.2401,83,-0.2038
8,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",2,0.25,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 8}",-0.298,25,-0.2774,-0.2128,37,-0.1938
9,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",2,0.25,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 16}",-0.3092,68,-0.2753,-0.22,57,-0.1917
10,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",2,0.25,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 32}",-0.306,62,-0.2719,-0.2115,32,-0.1884
11,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",2,0.25,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 64}",-0.2992,31,-0.273,-0.2098,24,-0.1901
12,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",2,0.5,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 2}",-0.3164,84,-0.2849,-0.22,56,-0.2002
13,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",2,0.5,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 4}",-0.3043,54,-0.2781,-0.2192,53,-0.1941
14,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",2,0.5,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 8}",-0.3044,55,-0.2736,-0.2108,29,-0.1901
15,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",2,0.5,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 16}",-0.2952,10,-0.2717,-0.2079,15,-0.1898
16,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",2,0.5,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 32}",-0.3035,48,-0.2708,-0.2128,36,-0.1923
17,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",2,0.5,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 64}",-0.2988,28,-0.2704,-0.2087,19,-0.1912
18,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",2,0.75,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 2}",-0.2972,22,-0.2801,-0.2165,49,-0.1914
19,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",2,0.75,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 4}",-0.2959,15,-0.2778,-0.207,12,-0.194
20,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",2,0.75,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 8}",-0.2988,29,-0.2709,-0.2129,38,-0.1914
21,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",2,0.75,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 16}",-0.2993,32,-0.2724,-0.2102,27,-0.1912
22,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",2,0.75,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 32}",-0.2975,23,-0.2688,-0.2138,41,-0.1881
23,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",2,0.75,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 64}",-0.3012,35,-0.2687,-0.2101,26,-0.1901
24,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",4,,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 4, 'classifier__max_samples': None, 'classifier__n_estimators': 2}",-0.3137,80,-0.2461,-0.2362,79,-0.1595
25,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",4,,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 4, 'classifier__max_samples': None, 'classifier__n_estimators': 4}",-0.3105,74,-0.2234,-0.2256,68,-0.1425
26,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",4,,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 4, 'classifier__max_samples': None, 'classifier__n_estimators': 8}",-0.3065,63,-0.2119,-0.2127,35,-0.1339
27,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",4,,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 4, 'classifier__max_samples': None, 'classifier__n_estimators': 16}",-0.3041,53,-0.2052,-0.2097,22,-0.1294
28,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",4,,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 4, 'classifier__max_samples': None, 'classifier__n_estimators': 32}",-0.2949,7,-0.2001,-0.2037,6,-0.1286
29,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",4,,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 4, 'classifier__max_samples': None, 'classifier__n_estimators': 64}",-0.2949,6,-0.1961,-0.201,3,-0.1258
30,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",4,0.25,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 4, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 2}",-0.3436,120,-0.2909,-0.2708,99,-0.2072
31,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",4,0.25,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 4, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 4}",-0.3269,103,-0.2566,-0.2464,91,-0.1761
32,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",4,0.25,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 4, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 8}",-0.3035,49,-0.2452,-0.2176,52,-0.1605
33,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",4,0.25,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 4, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 16}",-0.2984,26,-0.228,-0.2097,21,-0.1448
34,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",4,0.25,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 4, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 32}",-0.2964,18,-0.219,-0.2117,33,-0.1419
35,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",4,0.25,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 4, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 64}",-0.292,3,-0.2146,-0.205,8,-0.1384
36,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",4,0.5,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 4, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 2}",-0.3286,108,-0.2654,-0.2586,96,-0.1782
37,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",4,0.5,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 4, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 4}",-0.3168,85,-0.2395,-0.2336,77,-0.155
38,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",4,0.5,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 4, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 8}",-0.302,40,-0.2214,-0.2207,58,-0.1405
39,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",4,0.5,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 4, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 16}",-0.3025,45,-0.2144,-0.2141,42,-0.1349
40,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",4,0.5,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 4, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 32}",-0.2952,9,-0.2079,-0.2076,14,-0.131
41,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",4,0.5,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 4, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 64}",-0.2968,21,-0.2041,-0.202,5,-0.1309
42,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",4,0.75,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 4, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 2}",-0.3173,87,-0.2512,-0.2297,73,-0.1664
43,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",4,0.75,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 4, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 4}",-0.3237,98,-0.2317,-0.2222,60,-0.1479
44,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",4,0.75,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 4, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 8}",-0.3014,37,-0.2165,-0.2161,46,-0.1369
45,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",4,0.75,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 4, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 16}",-0.2977,24,-0.2082,-0.2056,9,-0.1319
46,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",4,0.75,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 4, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 32}",-0.2876,1,-0.2029,-0.2002,2,-0.1285
47,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",4,0.75,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 4, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 64}",-0.2988,30,-0.1997,-0.1994,1,-0.1271
48,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",8,,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 8, 'classifier__max_samples': None, 'classifier__n_estimators': 2}",-0.3491,125,-0.1525,-0.3357,117,-0.0868
49,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",8,,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 8, 'classifier__max_samples': None, 'classifier__n_estimators': 4}",-0.3394,117,-0.0954,-0.2842,107,-0.0346
50,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",8,,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 8, 'classifier__max_samples': None, 'classifier__n_estimators': 8}",-0.3177,89,-0.059,-0.2446,90,-0.0173
51,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",8,,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 8, 'classifier__max_samples': None, 'classifier__n_estimators': 16}",-0.3058,61,-0.038,-0.2236,64,-0.0103
52,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",8,,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 8, 'classifier__max_samples': None, 'classifier__n_estimators': 32}",-0.3017,38,-0.029,-0.2097,23,-0.0081
53,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",8,,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 8, 'classifier__max_samples': None, 'classifier__n_estimators': 64}",-0.2933,5,-0.0245,-0.2039,7,-0.0063
54,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",8,0.25,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 8, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 2}",-0.3823,144,-0.2841,-0.4525,135,-0.3009
55,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",8,0.25,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 8, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 4}",-0.3425,119,-0.2372,-0.3438,118,-0.1944
56,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",8,0.25,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 8, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 8}",-0.3194,93,-0.1957,-0.2709,100,-0.1242
57,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",8,0.25,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 8, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 16}",-0.3245,99,-0.1635,-0.2422,85,-0.0889
58,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",8,0.25,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 8, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 32}",-0.3022,43,-0.1428,-0.2099,25,-0.0743
59,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",8,0.25,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 8, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 64}",-0.295,8,-0.1292,-0.2092,20,-0.0658
60,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",8,0.5,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 8, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 2}",-0.3673,133,-0.2274,-0.3865,131,-0.1835
61,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",8,0.5,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 8, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 4}",-0.3381,115,-0.1677,-0.3044,115,-0.0966
62,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",8,0.5,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 8, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 8}",-0.3317,111,-0.1202,-0.2393,80,-0.0542
63,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",8,0.5,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 8, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 16}",-0.3109,75,-0.0873,-0.2193,54,-0.0321
64,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",8,0.5,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 8, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 32}",-0.2953,11,-0.0712,-0.2169,50,-0.0247
65,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",8,0.5,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 8, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 64}",-0.302,42,-0.0624,-0.207,13,-0.0196
66,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",8,0.75,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 8, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 2}",-0.3713,136,-0.1888,-0.3826,130,-0.1215
67,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",8,0.75,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 8, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 4}",-0.3439,121,-0.1246,-0.2816,103,-0.0583
68,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",8,0.75,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 8, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 8}",-0.3262,100,-0.0795,-0.2393,81,-0.0257
69,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",8,0.75,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 8, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 16}",-0.3096,71,-0.0535,-0.2199,55,-0.0163
70,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",8,0.75,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 8, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 32}",-0.2957,14,-0.0417,-0.2122,34,-0.0114
71,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",8,0.75,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 8, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 64}",-0.3032,47,-0.0348,-0.2105,28,-0.0092
72,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",16,,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 16, 'classifier__max_samples': None, 'classifier__n_estimators': 2}",-0.3632,132,-0.1373,-0.4429,132,-0.0965
73,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",16,,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 16, 'classifier__max_samples': None, 'classifier__n_estimators': 4}",-0.3558,129,-0.0642,-0.3567,122,-0.0253
74,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",16,,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 16, 'classifier__max_samples': None, 'classifier__n_estimators': 8}",-0.3113,77,-0.0229,-0.2878,109,-0.0034
75,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",16,,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 16, 'classifier__max_samples': None, 'classifier__n_estimators': 16}",-0.3144,81,-0.0058,-0.2422,86,-0.0003
76,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",16,,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 16, 'classifier__max_samples': None, 'classifier__n_estimators': 32}",-0.3037,51,-0.0014,-0.2131,39,0.0
77,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",16,,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 16, 'classifier__max_samples': None, 'classifier__n_estimators': 64}",-0.2964,17,-0.0004,-0.2068,11,0.0
78,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",16,0.25,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 16, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 2}",-0.3726,140,-0.2887,-0.4725,141,-0.3315
79,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",16,0.25,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 16, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 4}",-0.3486,124,-0.2401,-0.3613,125,-0.2102
80,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",16,0.25,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 16, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 8}",-0.3268,102,-0.1902,-0.2886,110,-0.1348
81,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",16,0.25,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 16, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 16}",-0.3084,66,-0.1524,-0.2412,84,-0.0927
82,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",16,0.25,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 16, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 32}",-0.3097,72,-0.1336,-0.2317,76,-0.073
83,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",16,0.25,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 16, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 64}",-0.3053,60,-0.1191,-0.2171,51,-0.0602
84,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",16,0.5,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 16, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 2}",-0.3717,137,-0.2225,-0.461,138,-0.2239
85,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",16,0.5,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 16, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 4}",-0.3481,123,-0.1554,-0.364,127,-0.1102
86,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",16,0.5,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 16, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 8}",-0.3277,106,-0.099,-0.2871,108,-0.0497
