,param_classifier,param_classifier__max_depth,param_classifier__max_samples,param_classifier__n_estimators,params,mean_test_accuracy,rank_test_accuracy,mean_train_accuracy,mean_test_f1_micro,rank_test_f1_micro,mean_train_f1_micro,mean_test_roc_auc,rank_test_roc_auc,mean_train_roc_auc,mean_test_average_precision,rank_test_average_precision,mean_train_average_precision,mean_test_label_ranking_average_precision_score,rank_test_label_ranking_average_precision_score,mean_train_label_ranking_average_precision_score
0,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",2,,2,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': None, 'classifier__n_estimators': 2}",0.1253,44,0.1413,0.6469,21,0.6661,0.7732,56,0.7981,0.6907,49,0.7144,0.7868,57,0.8012
1,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",2,,4,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': None, 'classifier__n_estimators': 4}",0.1323,24,0.1688,0.6524,7,0.6804,0.7831,28,0.8111,0.6895,53,0.7358,0.7873,53,0.809
2,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",2,,8,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': None, 'classifier__n_estimators': 8}",0.1035,86,0.1597,0.6338,59,0.6757,0.7807,38,0.8159,0.6924,46,0.7477,0.7899,41,0.81
3,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",2,,16,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': None, 'classifier__n_estimators': 16}",0.1181,65,0.1576,0.6377,49,0.6708,0.7866,9,0.8175,0.7037,19,0.7516,0.7919,27,0.8049
4,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",2,,32,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': None, 'classifier__n_estimators': 32}",0.1277,34,0.1699,0.6365,51,0.6724,0.7871,7,0.8186,0.7023,25,0.7527,0.7913,31,0.8055
5,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",2,,64,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': None, 'classifier__n_estimators': 64}",0.1182,62,0.164,0.6273,73,0.6727,0.787,8,0.8203,0.7074,7,0.7565,0.7904,38,0.8062
6,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",2,0.25,2,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 2}",0.0962,96,0.1335,0.6118,93,0.6507,0.7497,97,0.7839,0.6516,95,0.6944,0.7627,91,0.7945
7,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",2,0.25,4,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 4}",0.1374,10,0.1482,0.6267,75,0.6574,0.7628,79,0.7944,0.661,88,0.7141,0.7755,81,0.7974
8,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",2,0.25,8,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 8}",0.135,19,0.1482,0.643,31,0.6698,0.7812,35,0.8053,0.7009,30,0.7273,0.7897,43,0.8036
9,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",2,0.25,16,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 16}",0.1011,90,0.1539,0.6331,61,0.6723,0.7826,30,0.8118,0.7018,27,0.7423,0.7924,26,0.8062
10,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",2,0.25,32,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 32}",0.118,66,0.1597,0.6346,58,0.6689,0.7838,23,0.8152,0.7038,17,0.7455,0.7898,42,0.805
11,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",2,0.25,64,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 64}",0.1157,70,0.1605,0.6321,66,0.6701,0.7853,15,0.817,0.7021,26,0.7518,0.787,55,0.8039
12,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",2,0.5,2,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 2}",0.1206,56,0.1408,0.6331,62,0.6579,0.77,67,0.7902,0.6881,56,0.7063,0.7806,74,0.7969
13,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",2,0.5,4,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 4}",0.1374,10,0.1485,0.6402,41,0.6698,0.7778,49,0.806,0.6893,54,0.7321,0.7894,45,0.8065
14,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",2,0.5,8,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 8}",0.1205,58,0.1584,0.6389,45,0.6726,0.785,17,0.8136,0.7073,8,0.7429,0.7953,15,0.8104
15,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",2,0.5,16,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 16}",0.1203,61,0.1597,0.6383,48,0.672,0.7845,20,0.8157,0.6952,44,0.7478,0.7913,30,0.8062
16,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",2,0.5,32,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 32}",0.1301,28,0.1675,0.6272,74,0.6737,0.7856,14,0.819,0.7017,28,0.7524,0.7905,36,0.8076
17,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",2,0.5,64,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 64}",0.1231,49,0.1621,0.6324,65,0.6706,0.7864,10,0.8189,0.7061,11,0.7546,0.791,34,0.8052
18,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",2,0.75,2,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 2}",0.1082,79,0.1464,0.6226,78,0.6663,0.7626,80,0.7959,0.6845,66,0.7125,0.7823,71,0.8
19,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",2,0.75,4,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 4}",0.1373,14,0.152,0.6328,64,0.6688,0.7688,73,0.806,0.6811,73,0.7307,0.7857,59,0.8043
20,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",2,0.75,8,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 8}",0.1107,74,0.1643,0.6296,71,0.6752,0.7845,21,0.8129,0.7027,22,0.7437,0.7925,25,0.8075
21,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",2,0.75,16,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 16}",0.1085,76,0.1632,0.6273,72,0.6703,0.7849,18,0.8167,0.7016,29,0.7496,0.7928,23,0.8075
22,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",2,0.75,32,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 32}",0.1373,12,0.1587,0.6333,60,0.6704,0.7878,5,0.818,0.7103,4,0.753,0.7885,50,0.805
23,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",2,0.75,64,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 64}",0.1206,57,0.1651,0.632,68,0.6726,0.7878,4,0.8195,0.7107,3,0.7552,0.7887,49,0.8059
24,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",4,,2,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': None, 'classifier__n_estimators': 2}",0.0984,94,0.2017,0.6167,87,0.7106,0.7508,94,0.8363,0.6697,80,0.778,0.7807,73,0.839
25,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",4,,4,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': None, 'classifier__n_estimators': 4}",0.106,84,0.2212,0.6359,53,0.7331,0.7589,86,0.8583,0.6638,82,0.8103,0.7799,75,0.8501
26,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",4,,8,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': None, 'classifier__n_estimators': 8}",0.1275,37,0.2564,0.6441,28,0.7494,0.7766,50,0.8735,0.691,47,0.8324,0.7964,10,0.8574
27,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",4,,16,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': None, 'classifier__n_estimators': 16}",0.1228,52,0.2783,0.6426,32,0.7593,0.7797,44,0.8814,0.7024,23,0.8438,0.7931,21,0.8632
28,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",4,,32,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': None, 'classifier__n_estimators': 32}",0.1372,15,0.2871,0.6433,30,0.7657,0.7862,12,0.8843,0.7065,9,0.8495,0.7963,11,0.8636
29,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",4,,64,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': None, 'classifier__n_estimators': 64}",0.1394,9,0.2959,0.6424,33,0.7688,0.7904,1,0.887,0.7149,1,0.8524,0.799,5,0.865
30,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",4,0.25,2,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 2}",0.0649,125,0.1207,0.5836,106,0.6458,0.7161,121,0.7838,0.6216,113,0.6964,0.7419,104,0.7933
31,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",4,0.25,4,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 4}",0.0959,97,0.1725,0.619,84,0.6956,0.7468,98,0.8199,0.6522,94,0.7495,0.7542,98,0.8229
32,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",4,0.25,8,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 8}",0.1205,59,0.1888,0.6395,44,0.7097,0.7671,75,0.8399,0.6846,65,0.7825,0.7824,70,0.8361
33,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",4,0.25,16,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 16}",0.1179,67,0.2201,0.6405,37,0.7263,0.7719,65,0.8548,0.6848,64,0.8059,0.784,62,0.8461
34,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",4,0.25,32,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 32}",0.1182,62,0.239,0.6404,40,0.7396,0.783,29,0.8659,0.7062,10,0.8215,0.7967,9,0.8485
35,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",4,0.25,64,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 64}",0.123,50,0.2519,0.6439,29,0.7453,0.7856,13,0.871,0.7053,13,0.8291,0.7959,14,0.8514
36,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",4,0.5,2,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 2}",0.0963,95,0.1683,0.6167,86,0.6952,0.7382,105,0.8188,0.6339,105,0.7468,0.7552,97,0.8231
37,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",4,0.5,4,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 4}",0.1226,54,0.2062,0.6421,35,0.719,0.7661,77,0.8436,0.6702,79,0.7857,0.7904,39,0.8417
38,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",4,0.5,8,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 8}",0.1372,15,0.2388,0.6385,47,0.7379,0.7689,71,0.861,0.6863,61,0.8132,0.7835,65,0.8515
39,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",4,0.5,16,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 16}",0.1346,23,0.2551,0.6501,9,0.7469,0.785,16,0.8715,0.7041,15,0.8302,0.7979,6,0.8546
40,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",4,0.5,32,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 32}",0.1107,74,0.2786,0.647,20,0.7585,0.7872,6,0.8771,0.7102,5,0.8383,0.8007,4,0.8577
41,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",4,0.5,64,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 64}",0.1349,21,0.2877,0.645,25,0.7613,0.7863,11,0.8819,0.7077,6,0.8447,0.7947,18,0.8612
42,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",4,0.75,2,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 2}",0.1081,81,0.1747,0.6216,79,0.7036,0.7508,95,0.8326,0.646,97,0.769,0.7701,83,0.8357
43,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",4,0.75,4,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 4}",0.1518,2,0.2217,0.6423,34,0.7328,0.7683,74,0.856,0.6841,67,0.8051,0.7903,40,0.8506
44,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",4,0.75,8,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 8}",0.1371,17,0.2519,0.6551,4,0.7465,0.7799,42,0.8702,0.6901,52,0.8272,0.7909,35,0.8593
45,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",4,0.75,16,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 16}",0.1303,25,0.2754,0.6471,18,0.7583,0.7846,19,0.8759,0.697,37,0.8369,0.8013,1,0.8582
46,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",4,0.75,32,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 32}",0.1445,6,0.278,0.6544,5,0.76,0.7889,2,0.8826,0.7134,2,0.8461,0.801,2,0.8611
47,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",4,0.75,64,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 64}",0.1469,4,0.2887,0.6513,8,0.7647,0.7883,3,0.8851,0.7024,24,0.8505,0.7962,12,0.863
48,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",8,,2,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': None, 'classifier__n_estimators': 2}",0.0555,133,0.3563,0.5275,127,0.8093,0.6943,130,0.9292,0.5841,129,0.8927,0.6952,125,0.9116
49,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",8,,4,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': None, 'classifier__n_estimators': 4}",0.0864,109,0.5507,0.5873,103,0.8874,0.7323,111,0.9685,0.638,103,0.9579,0.7539,99,0.9598
50,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",8,,8,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': None, 'classifier__n_estimators': 8}",0.0818,114,0.7153,0.605,98,0.9328,0.7436,102,0.9868,0.6428,98,0.9829,0.7606,96,0.9785
51,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",8,,16,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': None, 'classifier__n_estimators': 16}",0.1275,38,0.8082,0.6479,15,0.9547,0.7721,63,0.9939,0.691,48,0.9921,0.787,56,0.9859
52,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",8,,32,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': None, 'classifier__n_estimators': 32}",0.1251,45,0.8608,0.6466,22,0.9664,0.7743,54,0.9964,0.6877,57,0.9954,0.7895,44,0.9893
53,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",8,,64,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': None, 'classifier__n_estimators': 64}",0.1298,33,0.8857,0.6528,6,0.9719,0.7802,41,0.9974,0.7031,20,0.9967,0.7968,8,0.9899
54,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",8,0.25,2,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 2}",0.0481,139,0.1044,0.4696,133,0.5895,0.6857,132,0.783,0.5683,133,0.675,0.6633,133,0.7443
55,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",8,0.25,4,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 4}",0.0626,129,0.18,0.5317,125,0.6848,0.7138,124,0.8469,0.6046,119,0.7683,0.7146,116,0.8221
56,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",8,0.25,8,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 8}",0.1034,87,0.2738,0.62,81,0.7666,0.7542,92,0.8919,0.663,83,0.8459,0.7633,89,0.8719
57,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",8,0.25,16,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 16}",0.1061,83,0.3536,0.6129,91,0.8094,0.7595,85,0.921,0.6627,85,0.893,0.7795,76,0.902
58,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",8,0.25,32,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 32}",0.1133,72,0.4113,0.6409,36,0.8303,0.7747,53,0.9352,0.6902,51,0.9152,0.7882,51,0.9128
59,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",8,0.25,64,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 64}",0.13,29,0.4538,0.6472,17,0.845,0.779,47,0.9462,0.6998,34,0.932,0.7942,19,0.9201
60,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",8,0.5,2,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 2}",0.0649,126,0.1979,0.5158,130,0.6927,0.6977,129,0.8582,0.5807,130,0.7799,0.6899,128,0.831
61,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",8,0.5,4,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 4}",0.07,118,0.3269,0.5757,110,0.7929,0.7279,114,0.9175,0.6179,115,0.8794,0.7355,108,0.9027
62,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",8,0.5,8,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 8}",0.0987,93,0.4682,0.6072,96,0.8576,0.7361,109,0.953,0.6423,99,0.9353,0.7533,100,0.9413
63,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",8,0.5,16,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 16}",0.1203,60,0.5814,0.6321,67,0.8964,0.7707,66,0.9718,0.6868,59,0.964,0.7814,72,0.959
64,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",8,0.5,32,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 32}",0.1537,1,0.6608,0.6591,1,0.916,0.7802,40,0.9818,0.6968,38,0.9773,0.7892,46,0.9688
65,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",8,0.5,64,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 64}",0.1083,78,0.7147,0.6367,50,0.9295,0.7813,34,0.9868,0.7039,16,0.9835,0.7969,7,0.9739
66,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",8,0.75,2,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 2}",0.0505,136,0.2845,0.5068,131,0.7666,0.6824,134,0.9022,0.5685,132,0.8501,0.6857,130,0.8825
67,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",8,0.75,4,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 4}",0.0937,98,0.4551,0.5655,115,0.851,0.7199,118,0.9509,0.6261,109,0.9322,0.74,105,0.9408
68,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",8,0.75,8,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 8}",0.1031,88,0.6012,0.6196,83,0.9024,0.7529,93,0.9766,0.6721,77,0.9693,0.7756,80,0.9665
69,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",8,0.75,16,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 16}",0.1369,18,0.7286,0.6495,10,0.9358,0.7725,61,0.9889,0.6833,69,0.9859,0.7933,20,0.9788
70,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",8,0.75,32,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 32}",0.1277,34,0.8018,0.6396,43,0.9528,0.7725,59,0.9935,0.6887,55,0.9918,0.7929,22,0.9859
71,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",8,0.75,64,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 64}",0.125,46,0.8336,0.6559,3,0.9599,0.7836,25,0.9953,0.706,12,0.994,0.8008,3,0.9873
